Timestamp,Attention,Status,Head Direction,Eyes Open,Blink Count,Blink Rate
2026-08-08 23:57:15,90,Highly Attentive,Forward,True,73,30.5
2026-08-08 23:57:16,90,Highly Attentive,Forward,True,73,30.2
2026-08-08 23:57:17,91,Highly Attentive,Forward,True,73,30.0
2026-08-08 23:57:18,100,Highly Attentive,Forward,True,73,29.8
2026-08-08 23:57:19,65,Slightly Distracted,Left,True,73,29.6
2026-08-08 23:57:20,65,Slightly Distracted,Left,True,73,29.4
2026-08-08 23:57:21,65,Slightly Distracted,Left,True,73,29.2
2026-08-08 23:57:22,65,Slightly Distracted,Left,True,73,29.0
2026-08-08 23:57:23,65,Slightly Distracted,Left,True,73,28.8
2026-08-08 23:57:24,65,Slightly Distracted,Left,True,73,28.6
2026-08-08 23:57:25,65,Slightly Distracted,Left,True,73,28.4
2026-08-08 23:57:26,65,Slightly Distracted,Left,True,73,28.3
2026-08-08 23:57:27,65,Slightly Distracted,Left,True,73,28.1
2026-08-08 23:57:28,65,Slightly Distracted,Left,True,73,27.9
2026-08-08 23:57:29,65,Slightly Distracted,Left,True,73,27.7
2026-08-08 23:57:30,65,Slightly Distracted,Left,True,73,27.5
2026-08-08 23:57:31,65,Slightly Distracted,Left,True,73,27.4
2026-08-08 23:57:32,65,Slightly Distracted,Left,True,73,27.2
2026-08-08 23:57:33,92,Highly Attentive,Forward,True,73,27.0
2026-08-08 23:57:34,100,Highly Attentive,Forward,True,73,26.8
2026-08-08 23:57:35,70,Slightly Distracted,Left,True,73,26.7
2026-08-08 23:57:36,65,Slightly Distracted,Left,True,73,26.5
2026-08-08 23:57:37,65,Slightly Distracted,Left,True,73,26.3
2026-08-08 23:57:38,70,Slightly Distracted,Forward,True,73,26.2
2026-08-08 23:57:39,91,Highly Attentive,Left,True,73,26.0
2026-08-08 23:57:40,65,Slightly Distracted,Left,True,73,25.9
2026-08-08 23:57:41,65,Slightly Distracted,Left,True,73,25.7
2026-08-08 23:57:42,65,Slightly Distracted,Left,True,73,25.6
2026-08-08 23:57:43,65,Slightly Distracted,Left,True,73,25.4
2026-08-08 23:57:44,65,Slightly Distracted,Left,True,73,25.3
2026-08-08 23:57:45,65,Slightly Distracted,Left,True,73,25.1
2026-08-08 23:57:46,65,Slightly Distracted,Left,True,73,25.0
2026-08-08 23:57:47,65,Slightly Distracted,Left,True,73,24.8
2026-08-08 23:57:48,65,Slightly Distracted,Left,True,73,24.7
2026-08-08 23:57:49,64,Slightly Distracted,Left,True,73,24.5
2026-08-08 23:57:50,72,Attentive,Forward,True,73,24.4
2026-08-08 23:57:51,85,Highly Attentive,Forward,True,73,24.3
2026-08-08 23:57:53,86,Highly Attentive,Forward,True,73,24.1
2026-08-08 23:57:54,96,Highly Attentive,Forward,True,73,24.0
2026-08-08 23:57:55,99,Highly Attentive,Forward,True,73,23.9
2026-08-08 23:57:56,62,Slightly Distracted,Down,False,75,24.4
2026-08-08 23:57:57,72,Attentive,Forward,True,76,24.6
2026-08-08 23:57:58,72,Attentive,Forward,False,77,24.7
2026-08-08 23:57:59,99,Highly Attentive,Forward,True,78,24.9
2026-08-08 23:58:00,97,Highly Attentive,Forward,False,78,24.8
2026-08-08 23:58:01,96,Highly Attentive,Forward,True,81,25.6
2026-08-08 23:58:02,93,Highly Attentive,Forward,True,84,26.4
2026-08-08 23:58:03,100,Highly Attentive,Forward,True,84,26.3
2026-08-08 23:58:04,97,Highly Attentive,Forward,True,85,26.4
2026-08-08 23:58:05,100,Highly Attentive,Forward,True,85,26.3
2026-08-08 23:58:06,100,Highly Attentive,Forward,True,85,26.2
2026-08-08 23:58:07,100,Highly Attentive,Forward,True,85,26.0
2026-08-08 23:58:08,100,Highly Attentive,Forward,True,85,25.9
2026-08-09 01:31:38,72,Attentive,Left,True,0,0.0
2026-08-09 01:31:39,65,Slightly Distracted,Left,True,0,0.0
2026-08-09 01:31:40,65,Slightly Distracted,Left,True,0,0.0
2026-08-09 01:31:41,64,Slightly Distracted,Left,True,0,0.0
2026-08-09 01:31:43,65,Slightly Distracted,Left,True,0,0.0
2026-08-09 01:31:44,63,Slightly Distracted,Left,True,1,9.8
2026-08-09 01:31:45,60,Slightly Distracted,Left,False,2,16.8
2026-08-09 01:31:46,64,Slightly Distracted,Left,True,3,22.1
2026-08-09 01:31:47,52,Slightly Distracted,Left,True,3,19.7
2026-08-09 01:31:48,74,Attentive,Forward,True,4,23.6
2026-08-09 01:31:49,85,Highly Attentive,Forward,True,4,21.4
2026-08-09 01:31:50,85,Highly Attentive,Forward,True,4,19.6
2026-08-09 01:31:51,85,Highly Attentive,Forward,True,4,18.1
2026-08-09 01:31:52,87,Highly Attentive,Forward,True,4,16.8
2026-08-09 01:31:53,89,Highly Attentive,Forward,False,5,19.6
2026-08-09 01:31:54,93,Highly Attentive,Forward,True,7,25.8
2026-08-09 01:31:55,76,Attentive,Left,True,10,34.7
2026-08-09 01:31:56,55,Slightly Distracted,Left,True,10,32.7
2026-08-09 01:31:57,57,Slightly Distracted,Forward,True,10,31.0
2026-08-09 01:31:58,65,Slightly Distracted,Right,True,11,32.4
2026-08-09 01:31:59,62,Slightly Distracted,Left,True,11,30.9
2026-08-09 01:32:00,59,Slightly Distracted,Left,True,11,29.5
2026-08-09 01:32:01,65,Slightly Distracted,Left,True,11,28.2
2026-08-09 01:32:02,65,Slightly Distracted,Left,True,11,27.0
2026-08-09 01:32:03,65,Slightly Distracted,Left,True,11,26.0
2026-08-09 01:32:04,88,Highly Attentive,Left,True,11,25.0
2026-08-09 01:32:05,52,Slightly Distracted,Up,False,11,24.0
2026-08-09 01:32:06,61,Slightly Distracted,Left,True,12,25.3
2026-08-09 01:32:07,65,Slightly Distracted,Left,True,12,24.4
2026-08-09 01:32:08,65,Slightly Distracted,Left,True,12,23.6
2026-08-09 01:32:09,65,Slightly Distracted,Left,True,12,22.8
2026-08-09 01:32:10,71,Attentive,Forward,True,13,24.0
2026-08-09 01:32:11,100,Highly Attentive,Forward,True,13,23.2
2026-08-09 01:32:12,100,Highly Attentive,Forward,True,13,22.6
2026-08-09 01:32:13,100,Highly Attentive,Forward,True,13,21.9
2026-08-09 01:32:14,97,Highly Attentive,Forward,True,13,21.3
2026-08-09 01:32:15,91,Highly Attentive,Forward,False,13,20.7
2026-08-09 01:32:16,99,Highly Attentive,Forward,True,14,21.7
2026-08-09 01:32:17,100,Highly Attentive,Forward,True,14,21.2
2026-08-09 01:32:18,100,Highly Attentive,Forward,True,14,20.6
2026-08-09 01:32:19,99,Highly Attentive,Forward,True,14,20.1
2026-08-09 01:32:20,100,Highly Attentive,Forward,True,14,19.7
2026-08-09 01:32:21,100,Highly Attentive,Forward,True,14,19.2
2026-08-09 01:32:22,100,Highly Attentive,Forward,True,14,18.8
2026-08-09 01:32:23,98,Highly Attentive,Forward,True,15,19.6
2026-08-09 01:32:24,100,Highly Attentive,Forward,True,15,19.2
2026-08-09 01:32:25,100,Highly Attentive,Forward,True,15,18.8
2026-08-09 01:32:26,100,Highly Attentive,Forward,True,15,18.4
2026-08-09 01:32:27,100,Highly Attentive,Forward,True,15,18.0
2026-08-09 01:32:28,100,Highly Attentive,Forward,True,15,17.7
2026-08-09 01:32:29,100,Highly Attentive,Forward,True,15,17.3
2026-08-09 01:32:30,100,Highly Attentive,Forward,True,15,17.0
2026-08-09 01:32:31,100,Highly Attentive,Forward,True,15,16.7
2026-08-09 01:32:32,99,Highly Attentive,Forward,True,15,16.4
2026-08-09 01:32:33,100,Highly Attentive,Forward,True,15,16.1
2026-08-09 01:32:34,100,Highly Attentive,Forward,True,15,15.8
2026-08-09 01:32:36,95,Highly Attentive,Forward,True,17,17.6
2026-08-09 01:32:37,100,Highly Attentive,Forward,True,17,17.3
2026-08-09 01:32:38,99,Highly Attentive,Forward,False,17,17.0
2026-08-09 01:32:39,98,Highly Attentive,Forward,True,18,17.7
2026-08-09 01:32:40,100,Highly Attentive,Forward,True,18,17.4
2026-08-09 01:32:41,94,Highly Attentive,Forward,True,20,19.0
2026-08-09 01:32:42,100,Highly Attentive,Forward,True,20,18.7
2026-08-09 01:32:43,100,Highly Attentive,Forward,True,20,18.4
2026-08-09 01:32:44,100,Highly Attentive,Forward,True,20,18.1
2026-08-09 01:32:45,100,Highly Attentive,Forward,True,20,17.8
2026-08-09 01:32:46,100,Highly Attentive,Forward,True,20,17.6
2026-08-09 01:32:47,100,Highly Attentive,Forward,True,20,17.3
2026-08-09 01:32:48,100,Highly Attentive,Forward,True,20,17.1
2026-08-09 01:32:49,100,Highly Attentive,Forward,True,20,16.8
2026-08-09 01:32:50,100,Highly Attentive,Forward,True,20,16.6
2026-08-09 01:32:51,95,Highly Attentive,Forward,True,21,17.2
2026-08-09 01:32:52,100,Highly Attentive,Forward,True,21,16.9
2026-08-09 01:32:53,100,Highly Attentive,Forward,True,21,16.7
2026-08-09 01:32:54,100,Highly Attentive,Forward,True,21,16.5
2026-08-09 01:32:55,100,Highly Attentive,Forward,True,21,16.3
2026-08-09 01:32:56,80,Attentive,Down,True,21,16.1
2026-08-09 01:32:57,65,Slightly Distracted,Down,True,21,15.9
2026-08-09 01:32:58,70,Slightly Distracted,Forward,True,21,15.7
2026-08-09 01:32:59,100,Highly Attentive,Forward,True,21,15.5
2026-08-09 01:33:00,100,Highly Attentive,Forward,True,21,15.3
2026-08-09 01:33:01,100,Highly Attentive,Forward,True,21,15.1
2026-08-09 01:33:02,100,Highly Attentive,Forward,True,21,14.9
2026-08-09 01:33:03,98,Highly Attentive,Forward,True,21,14.7
2026-08-09 01:33:04,99,Highly Attentive,Forward,True,21,14.6
2026-08-09 01:33:05,100,Highly Attentive,Forward,True,21,14.4
2026-08-09 01:33:06,99,Highly Attentive,Forward,True,21,14.2
2026-08-09 01:33:07,100,Highly Attentive,Forward,True,21,14.1
2026-08-09 01:33:08,98,Highly Attentive,Forward,True,22,14.6
2026-08-09 01:33:09,100,Highly Attentive,Forward,True,22,14.4
2026-08-09 01:33:10,100,Highly Attentive,Forward,True,22,14.2
2026-08-09 01:33:11,100,Highly Attentive,Forward,True,22,14.1
2026-08-09 01:33:12,100,Highly Attentive,Forward,True,22,13.9
2026-08-09 01:33:13,100,Highly Attentive,Forward,True,22,13.8
2026-08-09 01:33:14,100,Highly Attentive,Forward,True,22,13.6
2026-08-09 01:33:15,100,Highly Attentive,Forward,True,22,13.5
2026-08-09 01:33:16,100,Highly Attentive,Forward,True,22,13.4
2026-08-09 01:33:17,96,Highly Attentive,Right,True,22,13.2
2026-08-09 01:33:18,65,Slightly Distracted,Right,True,22,13.1
2026-08-09 01:33:19,65,Slightly Distracted,Right,True,22,13.0
2026-08-09 01:33:20,65,Slightly Distracted,Right,True,22,12.8
2026-08-09 01:33:21,66,Slightly Distracted,Forward,True,22,12.7
2026-08-09 01:33:22,72,Attentive,Right,True,22,12.6
2026-08-09 01:33:23,71,Attentive,Forward,True,22,12.5
2026-08-09 01:33:24,100,Highly Attentive,Forward,True,22,12.3
2026-08-09 01:33:25,65,Slightly Distracted,Right,True,22,12.2
2026-08-09 01:33:26,70,Slightly Distracted,Forward,True,22,12.1
2026-08-09 01:33:27,100,Highly Attentive,Forward,True,22,12.0
2026-08-09 01:33:28,100,Highly Attentive,Forward,True,22,11.9
2026-08-09 01:33:29,100,Highly Attentive,Forward,True,22,11.8
2026-08-09 01:33:30,100,Highly Attentive,Forward,True,22,11.7
2026-08-09 01:33:31,100,Highly Attentive,Forward,True,22,11.6
2026-08-09 01:33:33,100,Highly Attentive,Forward,True,22,11.5
2026-08-09 01:33:34,100,Highly Attentive,Forward,True,22,11.4
2026-08-09 01:33:35,100,Highly Attentive,Forward,True,22,11.3
2026-08-09 01:33:36,100,Highly Attentive,Forward,True,22,11.2
2026-08-09 01:33:37,96,Highly Attentive,Forward,True,23,11.6
2026-08-09 01:33:38,93,Highly Attentive,Forward,False,25,12.5
2026-08-09 01:33:39,83,Attentive,Forward,True,27,13.4
2026-08-09 01:33:40,100,Highly Attentive,Forward,True,27,13.3
2026-08-09 01:33:41,100,Highly Attentive,Forward,True,27,13.1
2026-08-09 01:33:42,100,Highly Attentive,Forward,True,27,13.0
2026-08-09 01:33:43,100,Highly Attentive,Forward,True,27,12.9
2026-08-09 01:33:44,100,Highly Attentive,Forward,True,27,12.8
2026-08-09 01:33:45,100,Highly Attentive,Forward,True,27,12.7
2026-08-09 01:33:46,100,Highly Attentive,Forward,True,27,12.6
2026-08-09 01:33:47,100,Highly Attentive,Forward,True,27,12.5
2026-08-09 01:33:48,100,Highly Attentive,Forward,True,27,12.4
2026-08-09 01:33:49,100,Highly Attentive,Forward,True,27,12.3
2026-08-09 01:33:50,100,Highly Attentive,Forward,True,27,12.2
2026-08-09 01:33:51,100,Highly Attentive,Forward,True,27,12.1
2026-08-09 01:33:52,100,Highly Attentive,Forward,True,27,12.0
2026-08-09 01:33:53,100,Highly Attentive,Forward,True,27,12.0
2026-08-09 01:33:54,100,Highly Attentive,Forward,True,27,11.9
2026-08-09 01:33:55,100,Highly Attentive,Forward,True,27,11.8
2026-08-09 01:33:56,70,Slightly Distracted,Right,True,27,11.7
2026-08-09 01:33:57,65,Slightly Distracted,Right,True,27,11.6
2026-08-09 01:33:58,77,Attentive,Forward,True,27,11.5
2026-08-09 01:33:59,99,Highly Attentive,Forward,True,27,11.4
2026-08-09 01:34:00,65,Slightly Distracted,Right,True,27,11.4
2026-08-09 01:34:01,78,Attentive,Forward,True,27,11.3
2026-08-09 01:34:02,87,Highly Attentive,Forward,True,27,11.2
2026-08-09 01:34:03,93,Highly Attentive,Forward,True,28,11.5
2026-08-09 01:34:04,84,Attentive,Forward,False,28,11.5
2026-08-09 01:34:05,82,Attentive,Forward,False,28,11.4
2026-08-09 01:34:06,87,Highly Attentive,Forward,True,29,11.7
2026-08-09 01:34:07,100,Highly Attentive,Forward,True,29,11.6
2026-08-09 01:34:08,100,Highly Attentive,Forward,True,29,11.5
2026-08-09 01:34:09,100,Highly Attentive,Forward,True,29,11.5
2026-08-09 01:34:10,100,Highly Attentive,Forward,True,29,11.4
2026-08-09 01:34:11,100,Highly Attentive,Forward,True,29,11.3
2026-08-09 01:34:12,100,Highly Attentive,Forward,True,29,11.2
2026-08-09 01:34:13,100,Highly Attentive,Forward,True,29,11.2
2026-08-09 01:34:14,100,Highly Attentive,Forward,True,29,11.1
2026-08-09 01:34:15,100,Highly Attentive,Forward,True,29,11.0
2026-08-09 01:34:16,100,Highly Attentive,Forward,True,29,10.9
2026-08-09 01:34:17,100,Highly Attentive,Forward,True,29,10.9
2026-08-09 01:34:18,100,Highly Attentive,Forward,True,29,10.8
2026-08-09 01:34:19,100,Highly Attentive,Forward,True,29,10.7
2026-08-09 01:34:20,100,Highly Attentive,Forward,True,29,10.7
2026-08-09 01:34:21,100,Highly Attentive,Forward,True,29,10.6
2026-08-09 01:34:22,100,Highly Attentive,Forward,True,29,10.5
2026-08-09 01:34:23,100,Highly Attentive,Forward,True,29,10.5
2026-08-09 01:34:25,100,Highly Attentive,Forward,True,29,10.4
2026-08-09 01:34:26,100,Highly Attentive,Forward,True,29,10.3
2026-08-09 01:34:27,99,Highly Attentive,Forward,True,29,10.3
2026-08-09 01:34:28,100,Highly Attentive,Forward,True,29,10.2
2026-08-09 01:34:29,100,Highly Attentive,Forward,True,29,10.2
2026-08-09 01:34:30,100,Highly Attentive,Forward,True,29,10.1
2026-08-09 01:34:31,100,Highly Attentive,Forward,True,29,10.0
2026-08-09 01:34:32,100,Highly Attentive,Forward,True,29,10.0
2026-08-09 01:34:33,100,Highly Attentive,Forward,True,29,9.9
2026-08-09 01:34:34,100,Highly Attentive,Forward,True,29,9.9
2026-08-09 01:34:35,100,Highly Attentive,Forward,True,29,9.8
2026-08-09 01:34:36,100,Highly Attentive,Forward,True,29,9.8
2026-08-09 01:34:37,100,Highly Attentive,Forward,True,29,9.7
2026-08-09 01:34:38,100,Highly Attentive,Forward,True,29,9.6
2026-08-09 01:34:39,100,Highly Attentive,Forward,True,29,9.6
2026-08-09 01:34:40,100,Highly Attentive,Forward,True,29,9.5
2026-08-09 01:34:41,100,Highly Attentive,Forward,True,29,9.5
2026-08-09 01:34:42,100,Highly Attentive,Forward,True,29,9.4
2026-08-09 01:34:43,100,Highly Attentive,Forward,True,29,9.4
2026-08-09 01:34:44,100,Highly Attentive,Forward,True,29,9.3
2026-08-09 01:34:45,100,Highly Attentive,Forward,True,29,9.3
2026-08-09 01:34:46,97,Highly Attentive,Forward,True,30,9.5
2026-08-09 01:34:47,93,Highly Attentive,Down,True,30,9.5
2026-08-09 01:34:48,65,Slightly Distracted,Left,True,30,9.4
2026-08-09 01:34:49,65,Slightly Distracted,Left,True,30,9.4
2026-08-09 01:34:50,65,Slightly Distracted,Left,True,30,9.3
2026-08-09 01:34:51,65,Slightly Distracted,Left,True,30,9.3
2026-08-09 01:34:52,71,Attentive,Forward,True,30,9.2
2026-08-09 01:34:53,100,Highly Attentive,Forward,True,30,9.2
2026-08-09 01:34:54,100,Highly Attentive,Forward,True,30,9.2
2026-08-09 01:34:55,100,Highly Attentive,Forward,True,30,9.1
2026-08-09 01:34:56,73,Attentive,Left,True,32,9.7
2026-08-09 01:34:57,65,Slightly Distracted,Left,True,32,9.6
2026-08-09 01:34:58,65,Slightly Distracted,Left,True,32,9.6
2026-08-09 01:34:59,65,Slightly Distracted,Left,True,32,9.5
2026-08-09 01:35:00,65,Slightly Distracted,Left,True,32,9.5
2026-08-09 01:35:01,65,Slightly Distracted,Left,True,32,9.4
2026-08-09 01:35:02,72,Attentive,Forward,True,32,9.4
2026-08-09 01:35:03,70,Slightly Distracted,Down,True,32,9.3
2026-08-09 01:35:04,91,Highly Attentive,Forward,True,32,9.3
2026-08-09 01:35:05,100,Highly Attentive,Forward,True,32,9.2
2026-08-09 01:35:06,100,Highly Attentive,Forward,True,32,9.2
2026-08-09 01:35:07,100,Highly Attentive,Forward,True,32,9.1
2026-08-09 01:35:08,86,Highly Attentive,Forward,True,32,9.1
2026-08-09 01:35:09,98,Highly Attentive,Left,True,32,9.1
2026-08-09 01:35:11,100,Highly Attentive,Forward,True,32,9.0
2026-08-09 01:35:12,99,Highly Attentive,Forward,True,32,9.0
2026-08-09 01:35:13,100,Highly Attentive,Forward,True,32,8.9
2026-08-09 01:35:14,78,Attentive,Left,True,32,8.9
2026-08-09 01:35:15,66,Slightly Distracted,Forward,True,32,8.8
2026-08-09 01:35:16,100,Highly Attentive,Forward,True,32,8.8
2026-08-09 01:35:17,100,Highly Attentive,Forward,True,32,8.8
2026-08-09 01:35:18,100,Highly Attentive,Forward,True,32,8.7
2026-08-09 01:35:19,98,Highly Attentive,Left,True,32,8.7
2026-08-09 01:35:20,96,Highly Attentive,Forward,True,32,8.6
2026-08-09 01:35:21,100,Highly Attentive,Forward,True,32,8.6
2026-08-09 01:35:22,100,Highly Attentive,Forward,True,32,8.6
2026-08-09 01:35:23,100,Highly Attentive,Forward,True,32,8.5
2026-08-09 01:35:24,100,Highly Attentive,Forward,True,32,8.5
2026-08-09 01:35:25,100,Highly Attentive,Forward,True,32,8.4
2026-08-09 01:35:26,100,Highly Attentive,Forward,True,32,8.4
2026-08-09 01:35:27,73,Attentive,Left,True,32,8.4
2026-08-09 01:35:28,86,Highly Attentive,Forward,True,32,8.3
2026-08-09 01:35:29,100,Highly Attentive,Forward,True,32,8.3
2026-08-09 01:35:30,97,Highly Attentive,Forward,True,33,8.5
2026-08-09 01:35:31,96,Highly Attentive,Forward,True,34,8.7
2026-08-09 01:35:32,99,Highly Attentive,Forward,True,34,8.7
2026-08-09 01:35:33,100,Highly Attentive,Forward,True,34,8.7
2026-08-09 01:35:34,100,Highly Attentive,Forward,True,34,8.6
2026-08-09 01:35:35,99,Highly Attentive,Forward,True,34,8.6
2026-08-09 01:35:36,100,Highly Attentive,Forward,True,34,8.5
2026-08-09 01:35:37,100,Highly Attentive,Forward,True,34,8.5
2026-08-09 01:35:38,100,Highly Attentive,Forward,True,34,8.5
2026-08-09 01:35:39,100,Highly Attentive,Forward,True,34,8.4
2026-08-09 01:35:40,100,Highly Attentive,Forward,True,34,8.4
2026-08-09 01:35:41,100,Highly Attentive,Forward,True,34,8.4
2026-08-09 01:35:42,100,Highly Attentive,Forward,True,34,8.3
2026-08-09 01:35:43,100,Highly Attentive,Forward,True,34,8.3
2026-08-09 01:35:44,100,Highly Attentive,Forward,True,34,8.3
2026-08-09 01:35:45,100,Highly Attentive,Forward,True,34,8.2
2026-08-09 01:35:46,100,Highly Attentive,Forward,True,34,8.2
2026-08-09 01:35:47,100,Highly Attentive,Forward,True,34,8.2
2026-08-09 01:35:48,100,Highly Attentive,Forward,True,34,8.1
2026-08-09 01:35:49,100,Highly Attentive,Forward,True,34,8.1
2026-08-09 01:35:50,100,Highly Attentive,Forward,True,34,8.1
2026-08-09 01:35:51,100,Highly Attentive,Forward,True,34,8.0
2026-08-09 01:35:52,100,Highly Attentive,Forward,True,34,8.0
2026-08-09 01:35:53,100,Highly Attentive,Forward,True,34,8.0
2026-08-09 01:35:54,100,Highly Attentive,Forward,True,34,7.9
2026-08-09 01:35:56,100,Highly Attentive,Forward,True,34,7.9
2026-08-09 01:35:57,100,Highly Attentive,Forward,True,34,7.9
2026-08-09 01:35:58,100,Highly Attentive,Forward,True,34,7.8
2026-08-09 01:35:59,100,Highly Attentive,Forward,True,34,7.8
2026-08-09 01:36:00,100,Highly Attentive,Forward,True,34,7.8
2026-08-09 01:36:01,100,Highly Attentive,Forward,True,34,7.8
2026-08-09 01:36:02,100,Highly Attentive,Forward,True,34,7.7
2026-08-09 01:36:03,100,Highly Attentive,Forward,True,34,7.7
2026-08-09 01:36:04,87,Highly Attentive,Forward,True,34,7.7
2026-08-09 01:36:05,100,Highly Attentive,Forward,True,34,7.6
2026-08-09 01:36:06,100,Highly Attentive,Forward,True,34,7.6
2026-08-09 01:36:07,100,Highly Attentive,Forward,True,34,7.6
2026-08-09 01:36:08,100,Highly Attentive,Forward,True,34,7.5
2026-08-09 01:36:09,100,Highly Attentive,Forward,True,34,7.5
2026-08-09 01:36:10,88,Highly Attentive,Forward,True,36,7.9
2026-08-09 01:36:11,100,Highly Attentive,Forward,True,36,7.9
2026-08-09 01:36:12,100,Highly Attentive,Forward,True,36,7.9
2026-08-09 01:36:13,100,Highly Attentive,Forward,True,36,7.8
2026-08-09 01:36:14,100,Highly Attentive,Forward,True,36,7.8
2026-08-09 01:36:15,100,Highly Attentive,Forward,True,36,7.8
2026-08-09 01:36:16,100,Highly Attentive,Forward,True,36,7.8
2026-08-09 01:36:17,100,Highly Attentive,Forward,True,36,7.7
2026-08-09 01:36:18,73,Attentive,Right,True,36,7.7
2026-08-09 01:36:19,66,Slightly Distracted,Right,True,36,7.7
2026-08-09 01:36:20,91,Highly Attentive,Forward,True,36,7.6
2026-08-09 01:36:21,99,Highly Attentive,Forward,True,36,7.6
2026-08-09 01:36:22,100,Highly Attentive,Forward,True,36,7.6
2026-08-09 01:36:23,100,Highly Attentive,Forward,True,36,7.6
2026-08-09 01:36:24,100,Highly Attentive,Forward,True,36,7.5
2026-08-09 01:36:25,100,Highly Attentive,Forward,True,36,7.5
2026-08-09 01:36:26,100,Highly Attentive,Forward,True,36,7.5
2026-08-09 01:36:27,100,Highly Attentive,Forward,True,36,7.5
2026-08-09 01:36:28,100,Highly Attentive,Forward,True,36,7.4
2026-08-09 01:36:29,99,Highly Attentive,Forward,True,36,7.4
2026-08-09 01:36:30,91,Highly Attentive,Down,True,36,7.4
2026-08-09 01:36:31,95,Highly Attentive,Forward,True,36,7.4
2026-08-09 01:36:32,100,Highly Attentive,Forward,True,36,7.3
2026-08-09 01:36:33,100,Highly Attentive,Forward,True,36,7.3
2026-08-09 01:36:34,100,Highly Attentive,Forward,True,36,7.3
2026-08-09 01:36:35,100,Highly Attentive,Forward,True,36,7.3
2026-08-09 01:36:36,84,Attentive,Right,True,36,7.2
2026-08-09 01:36:37,68,Slightly Distracted,Forward,True,36,7.2
2026-08-09 01:36:38,100,Highly Attentive,Forward,True,36,7.2
2026-08-09 01:36:39,98,Highly Attentive,Right,True,36,7.2
2026-08-09 01:36:40,100,Highly Attentive,Forward,True,36,7.1
2026-08-09 01:36:41,100,Highly Attentive,Forward,True,36,7.1
2026-08-09 01:36:42,100,Highly Attentive,Forward,True,36,7.1
2026-08-09 01:36:43,100,Highly Attentive,Forward,True,36,7.1
2026-08-09 01:36:44,100,Highly Attentive,Forward,True,36,7.0
2026-08-09 01:36:45,91,Highly Attentive,Forward,True,37,7.2
2026-08-09 01:36:47,99,Highly Attentive,Forward,True,37,7.2
2026-08-09 01:36:48,97,Highly Attentive,Forward,True,38,7.4
2026-08-09 01:36:49,100,Highly Attentive,Forward,True,38,7.3
2026-08-09 01:36:50,99,Highly Attentive,Forward,True,38,7.3
2026-08-09 01:36:51,100,Highly Attentive,Forward,True,38,7.3
2026-08-09 01:36:52,100,Highly Attentive,Forward,True,38,7.3
2026-08-09 01:36:53,100,Highly Attentive,Forward,True,38,7.2
2026-08-09 01:36:54,92,Highly Attentive,Forward,True,40,7.6
2026-08-09 01:36:55,92,Highly Attentive,Forward,False,41,7.8
2026-08-09 01:36:56,80,Attentive,Forward,False,43,8.1
2026-08-09 01:36:57,77,Attentive,Forward,False,43,8.1
2026-08-09 01:36:58,81,Attentive,Forward,False,45,8.4
2026-08-09 01:36:59,92,Highly Attentive,Forward,True,46,8.6
2026-08-09 01:37:00,100,Highly Attentive,Forward,True,46,8.6
2026-08-09 01:37:01,100,Highly Attentive,Forward,True,46,8.5
2026-08-09 01:37:02,100,Highly Attentive,Forward,True,46,8.5
2026-08-09 01:37:03,100,Highly Attentive,Forward,True,46,8.5
2026-08-09 01:37:04,100,Highly Attentive,Forward,True,46,8.5
2026-08-09 01:37:05,100,Highly Attentive,Forward,True,46,8.4
2026-08-09 01:37:06,97,Highly Attentive,Forward,True,47,8.6
2026-08-09 01:37:07,100,Highly Attentive,Forward,True,47,8.6
2026-08-09 01:37:08,97,Highly Attentive,Forward,True,48,8.7
2026-08-09 01:37:09,100,Highly Attentive,Forward,True,48,8.7
2026-08-09 01:37:10,100,Highly Attentive,Forward,True,48,8.7
2026-08-09 01:37:11,99,Highly Attentive,Forward,True,49,8.8
2026-08-09 01:37:12,100,Highly Attentive,Forward,True,49,8.8
2026-08-09 01:37:13,100,Highly Attentive,Forward,True,49,8.8
2026-08-09 01:37:14,100,Highly Attentive,Forward,True,49,8.7
2026-08-09 01:37:15,96,Highly Attentive,Forward,True,50,8.9
2026-08-09 01:37:16,100,Highly Attentive,Forward,True,50,8.9
2026-08-09 01:37:17,100,Highly Attentive,Forward,True,50,8.8
2026-08-09 01:37:18,100,Highly Attentive,Forward,True,50,8.8
2026-08-09 01:37:19,100,Highly Attentive,Forward,True,50,8.8
2026-08-09 01:37:20,100,Highly Attentive,Forward,True,50,8.7
2026-08-09 01:37:21,100,Highly Attentive,Forward,True,50,8.7
2026-08-09 01:37:22,100,Highly Attentive,Forward,True,50,8.7
2026-08-09 01:37:23,100,Highly Attentive,Forward,True,50,8.7
2026-08-09 01:37:24,100,Highly Attentive,Forward,True,50,8.6
2026-08-09 01:37:25,100,Highly Attentive,Forward,True,50,8.6
2026-08-09 01:37:26,99,Highly Attentive,Forward,True,50,8.6
2026-08-09 01:37:27,100,Highly Attentive,Forward,True,50,8.6
2026-08-09 01:37:28,100,Highly Attentive,Forward,True,50,8.5
2026-08-09 01:37:29,100,Highly Attentive,Forward,True,50,8.5
2026-08-09 01:37:30,100,Highly Attentive,Forward,True,50,8.5
2026-08-09 01:37:31,100,Highly Attentive,Forward,True,50,8.5
2026-08-09 01:37:32,100,Highly Attentive,Forward,True,50,8.4
